Landblock Hex	Landblock Dec	Dungeon Name	Drop Loc	Wiki Link	WeenieClassId	WeenieDesc	aceObjectId	Portal Name	Portal Loc	Portal Coordinates	Portal Restrictions	NPC Name	Gem Name	Gateway	Notes	Spreadsheet Info
0066	102	PK Arena (Entrance 2)	0x00660106 10 0 0.0049999998882413 0.32102298736572 0 0 -0.94707101583481	0066							PK				See Recalls Tab	
0066	102	PK Arena (Entrance 3)	0x00660117 30 -50 0.0049999998882413 1 0 0 0	0066							PK				See Recalls Tab	
0066	102	PK Arena (Entrance 4)	0x0066011e 50 0 0.0049999998882413 -0.27647399902344 0 0 -0.96102100610733	0066							PK				See Recalls Tab	
0066	102	PK Arena (Entrance 5)	0x00660127 60 -30 0.0049999998882413 0.73168897628784 0 0 0.68163901567459	0066							PK				See Recalls Tab	
0067	103	PKL Arena (Entrance 1)	0x00670103 0 -30 0.0049999998882413 0.71442401409149 0 0 -0.69971299171448	0067							PKL				See Recalls Tab	
0067	103	PKL Arena (Entrance 2)	0x00670106 10 0 0.0049999998882413 0.32102298736572 0 0 -0.94707101583481	0067							PKL				See Recalls Tab	
0067	103	PKL Arena (Entrance 3)	0x00670117 30 -50 0.0049999998882413 1 0 0 0	0067							PKL				See Recalls Tab	
0067	103	PKL Arena (Entrance 4)	0x0067011e 50 0 0.0049999998882413 -0.27647399902344 0 0 -0.96102100610733	0067							PKL				See Recalls Tab	
0067	103	PKL Arena (Entrance 5)	0x00670127 60 -30 0.0049999998882413 0.73168897628784 0 0 0.68163901567459	0067							PKL				See Recalls Tab	
0068	104	Viamontian Laboratory	0x00680186 40 -150 0 1 0 0 0	0068	32710		1914372132	Viamontian Laboratory	0x21B0013B 52.1454 134.682 -0.063 0.711053 0 0 0.703138	39.4N 75.3W	LR030 NS NT NR				See Recalls Tab	
006C	108	Lower Catacomb	0x006C0278 110.195457 -19.713474 0.005000 0.033290 0.000000 0.000000 0.999446	006C							LR080 QF	Falatacot Statue				
006D	109	Augmentation Realm Upper Level	0x006d0413 30 -300 0.0049999998882413 1 0 0 0	006D	30061	portalaugmentationrealmupper	1951358976	Augmentation Realm Upper Level	0x44F60022 110.982 25.4876 354.566 -0.0611647 0 0 -0.998128	95.0N 47.1W	LR125 QF					
006E	110	Atlan's Laboratory	0x006e054c 56.689800262451 -150.21299743652 0.0049999998882413 0.71880799531937 0 0 -0.69520801305771	006E				Atlan's Laboratory		006E	QF NS NR NT					
006E	110	Empyrean Workshop	0x006e055e 104.05599975586 -44.032600402832 0.0049999998882413 0.43117600679398 0 0 -0.90226799249649	006E	32655		2034053120	Empyrean Workshop	0x93D30011 57.2299 7.12081 392.355 -0.47452 0 0 -0.880245	66.9N 15.9E	LR125 QF NS NR NT					
006F	111	Shield of Isin Dule Spire	0x006f0100 -3.3002300262451 -0.83931702375412 0.0049999998882413 0.7824239730835 0 0 -0.62274599075317	006F							LR055 QF NS NR NT			x	Kill monsters to spawn the Gateway. - Immortalbob	
0070	112	Harbinger's Lair	0x0070011D 10.000000 -10.000000 -5.502890 1.000000 0.000000 0.000000 0.000000	0070				Harbinger's Lair		005E	NS NR NT					
0071	113	Dericost Vault	0x0071045A 80.000000 -230.000000 0.005000 1.000000 0.000000 0.000000 0.000000	0071				Dericost Vault		74.7N 24.6W	LR001-100 QF NS NR NT					
0072	114	Falatacot Vault	0x007201e4 30 -130 -5.9949998855591 1 0 0 0	0072	33788		3710943841	Falatacot Vault	0xFA220100 59.8985 12.005 11.526 0.707107 0 0 -0.707107	74.7S 98.2E	LR101-150 QF NS NR NT					
0073	115	Black Ferah's Vault	0x0073045c 81.314598083496 -77.948402404785 0.0049999998882413 0.99874997138977 0 0 -0.049979001283646	0073	33776		3358929399	Black Ferah's Vault	0x344E0015 69.3536 118.521 19.5413 1 0 0 0	39.1S 60.1W	LR151 QF NS NR NT					
0074	116	Black Spear Temple (Entrance)	0x00740528 91.532997131348 -58.585998535156 0.0049999998882413 0.92787498235703 0 0 -0.37289100885391	0074	33780		3708734382	Black Spear Temple	0x5BDB0030 130.443 189.306 191.937 1 0 0 0	74.0N 28.6W	LR001-100 QF NS NR NT					
0074	116	Black Spear Temple (Grael's Chamber)	0x00740586 279.79901123047 -212.78300476074 18.004999160767 0 0 0 -1	0074				Grael's Chamber		0074	LR001-100 QF NS NR NT					
0074	116	Black Spear Temple (Trophy Room)	0x00740549 199.32400512695 -139.44700622559 0.0049999998882413 -0.92387902736664 0 0 -0.38268399238586	0074				Trophy Room		0074	LR001-100 QF NS NR NT				Not sure of portal name - Immortalbob	
0075	117	Shadow-Infested Black Spear Temple (Entrance)	0x00750473 91.532997131348 -58.585998535156 0.0049999998882413 0.92787498235703 0 0 -0.37289100885391	0075	33786		2928894881	Shadow-Infested Black Spear Temple	0xF41F002C 130.482 77.251 -0.163 1 0 0 0	76.9S 93.8E	LR101-150 QF NS NR NT					
0075	117	Shadow-Infested Black Spear Temple (Grael's Chamber)	0x007504c6 279.79901123047 -212.78300476074 18.004999160767 0.045779999345541 0 0 -0.99895197153091	0075				Grael's Chamber		0075	LR101-150 QF NS NR NT					
0075	117	Shadow-Infested Black Spear Temple (Trophy Room)	0x0075047C 180.000000 -164.108002 0.005000 1.000000 0.000000 0.000000 0.000000	0075				Trophy Room		0075	LR101-150 QF NS NR NT				Not sure of portal name - Immortalbob	
0076	118	Mukkir Infested Black Spear Temple (Entrance)	0x0076046b 91.532997131348 -58.585998535156 0.0049999998882413 0.92787498235703 0 0 -0.37289100885391	0076	33774		3359098391	Mukkir-Infested Black Spear Temple	0x2B500030 141.351 170.467 3.73142 1 0 0 0	37.2S 67.0W	LR151 QF NS NR NT					
0076	118	Mukkir Infested Black Spear Temple (Grael's Chamber)	0x007604d0 279.79901123047 -212.78300476074 18.004999160767 0.045779999345541 0 0 -0.99895197153091	0076				Grael's Chamber		0076	LR151 QF NS NR NT					
0076	118	Mukkir Infested Black Spear Temple (Trophy Room)	0x00760488 180.000000 -120.000000 0.005000 1.000000 0.000000 0.000000 0.000000	0076	33874		1879531653	Trophy Room	0x007604A6 231.583 -171.412 -0.063 -0.92388 0 0 -0.382683	0076	LR151 QF NS NR NT				Not sure of portal name - Immortalbob	
0077	119	Muggy Guruk Caverns	0x0077055c 30 -100 0.0049999998882413 0.9210609793663 0 0 -0.3894180059433	0077	34771		1879687177	Muggy Guruk Caverns	0x009C01D2 373 -90 -24.2098 0.707107 0 0 -0.707107	009C	LR001-040 QF NS NR NT					
0078	120	Humid Guruk Caverns	0x0078055c 30 -100 0.0049999998882413 0.9210609793663 0 0 -0.3894180059433	0078				Humid Guruk Caverns		00D2	LR041-080 QF NS NR NT					
0079	121	Steamy Guruk Caverns	0x0079055c 30 -100 0.0049999998882413 0.9210609793663 0 0 -0.3894180059433	0079				Steamy Guruk Caverns		00D3	LR081-120 QF NS NR NT					
007A	122	Deep Guruk Caverns	0x007a055c 30 -100 0.0049999998882413 0.9210609793663 0 0 -0.3894180059433	007A	34767		1879916547	Deep Guruk Caverns	0x00D4015B 120 -124.732 -30.2098 0 0 0 -1	00D4	LR121 QF NS NR NT					
007B	123	Enlightened Master's Chambers (Breath)	0x007B01EC 590.000000 -200.000000 0.005000 1.000000 0.000000 0.000000 0.000000	007B				Enlightened Master's Chambers		007B	LR80 QF NS NR NT					
007B	123	Tanada House of Breath	0x007b0165 230 -200 0.0049999998882413 1 0 0 0	007B							LR80 QF NS NR NT				Unsure which is which, same layout, different objects inside. - Immortalbob	
007B	123	Tanada House of Storms	0x007b011d 40 -200 0.0049999998882413 1 0 0 0	007B							LR80 QF NS NR NT				Unsure which is which, same layout, different objects inside. - Immortalbob	
007B	123	Tanada House of Wind	0x007b01ad 440 -200 0.0049999998882413 1 0 0 0	007B							LR80 QF NS NR NT				Unsure which is which, same layout, different objects inside. - Immortalbob	
007C	124	Soul Hunter's Chambers	0x007C02C1 120.000000 -100.000000 0.005000 1.000000 0.000000 0.000000 0.000000	007C	34319		1879556113	Soul Hunter's Chambers	0x007C0144 92 -30 -18.063 0.707107 0 0 -0.707107	007C	LR60 QF NS NR NT					
007C	124	Soul Hunter's Lair	0x007C02B2 20.000000 -240.000000 0.005000 0.999687 0.000000 0.000000 -0.024997	007C	34318		2085994496	Soul Hunter's Lair	0xC55C000F 28 164 5.487 0.707107 0 0 -0.707107	27.7S 55.8E	LR60 QF NS NR NT					
007D	125	Augmentation Realm Lower Level	0x007d0268 152.83299255371 -103.05899810791 6.0050001144409 1 0 0 0	007D				Augmentation Realm Lower Level		006D	LR125 QF					
007E	126	Black Spear Temple Upper Levels (Lower)	0x007E0229 200.000000 -172.000000 -29.995001 1.000000 0.000000 0.000000 0.000000	007E							LR100 QF NS NR NT	Broken Seal of the Elder Spirits				
007E	126	Black Spear Temple Upper Levels (Upper)	0x007E0353 10.000000 -560.000000 0.005000 1.000000 0.000000 0.000000 0.000000	007E	33017		1925353472	Black Spear Temple Upper Levels	0x2C290101 155.987 181.998 69.937 1 0 0 0	68.5S 66.1W	LR100 QF NS NR NT					
007F	127	Dardante's Workshop (Binding Realm)	0x007F01B5 250.000000 -20.000000 -22.000000 1.000000 0.000000 0.000000 0.000000	007F				Binding Realm		007F	LR100 QF NS NR NT IR					
007F	127	Dardante's Workshop (Entrance)	0x007F02EB 10.000000 -833.000000 0.005000 1.000000 0.000000 0.000000 0.000000	007F	32996		1931304981	Dardante's Workshop	0x31D60154 13.5 81.5 80.037 1 0 0 0	69.6N 62.7W	LR100 QF NS NR NT				Item Restricted Portal: Ring of the Summoning Adepts	
007F	127	Dardante's Workshop (Summoning Chamber)	0x007F018A 250.000000 -310.000000 -29.995001 1.000000 0.000000 0.000000 0.000000	007F				Summoning Chamber		007F	LR100 QF NS NR NT IR					
0080	128	Rossu Morta Chapterhouse	0x00800128 80.000000 -10.000000 0.005000 0.000000 0.000000 0.000000 -1.000000	0080	33016		1931304979	Rossu Morta Chapterhouse	0x31D60025 100 98 79.937 -0.707107 0 0 -0.707107	69.7N 62.3W	QF NS NR NT IR				Item Restricted Portal: Ring of the Summoning Adepts	
0081	129	Whispering Blade Chapterhouse	0x00810128 80.000000 -10.000000 0.005000 0.000000 0.000000 0.000000 -1.000000	0081	32993		1898135552	Whispering Blade Chapterhouse	0x1234001D 80 102 -0.513 0.92388 0 0 -0.382683	59.9S 87.2W	QF NS NR NT IR				See Also: Recalls and Portal Gems Tab	
0082	130	Assassins' Hideout	0x00820185 20.000000 -327.000000 0.005000 1.000000 0.000000 0.000000 0.000000	0082	33251		1906552837	Assassins' Hideout	0x1A3B0100 93.4305 60.1181 -5.263 0.72832 0 0 0.685237	54.5S 80.7W	LR120 QF NS NR NT				See Also: Recalls and Portal Gems Tab	
0083	131	Pheraion's Sanctum	0x0083026E 20.000000 -360.000000 0.005000 1.000000 0.000000 0.000000 0.000000	0083	33255		1913864192	Pheraion's Sanctum	0x21340027 105 145 -0.063 -0.92388 0 0 -0.382683	59.8S 75.1W	LR120 QF NS NR NT					
0084	132	Black Spear Summoning Chamber (Boss Room)	0x00840107 270.000000 -160.000000 -35.994999 1.000000 0.000000 0.000000 0.000000	0084						Unknown	Unknown	Unknown	Unknown	Unknown	Return portal to boss room after player death? - Immortalbob	
0084	132	Black Spear Summoning Chamber (Entrance)	0x00840241 100.000000 -150.000000 0.005000 1.000000 0.000000 0.000000 0.000000	0084	33478		2105401344	Black Spear Summoning Chamber	0xD7DE0102 88 36 -6.408 -0.707107 0 0 -0.707107	75.8N 70.5E	LR140 QF NS NR NT					
0085	133	Altar Nest	0x00850151 50.000000 -80.000000 18.000000 1.000000 0.000000 0.000000 0.000000	0085	33516		2104352768	Altar Nest	0xD6DE000B 33 55 39.937 -0.0000000437114 0 0 -1	75.9N 69.3E	LR140 QF NS NR NT					
0086	134	Strange Swamp Temple	0x008603AC 70.000000 -67.726303 6.005000 1.000000 0.000000 0.000000 0.000000	0086				Strange Swamp Temple		 41.7S 49.2W	NS NR NT				Restrictions need verification. - Immortalbob	
0087	135	Ikzisik Tika Ri Zikma	0x00870353 120.000000 -210.000000 0.005000 1.000000 0.000000 0.000000 0.000000	0087				Ikzisik Tika Ri Zikma		70.6N 14.5W	LR90 QF NS IR				Item Restricted: Messenger's Collar - Surface Portal Named: Rix Zilik drops at 70.6N 14.5W	
0088	136	Deeper Catacombs (Paradox)	0x0088037B 59.456001 -59.517502 0.005000 -0.913928 0.000000 0.000000 -0.405876	0088				Deeper Catacombs		5E45	LR120 QF NS NR NT					
0089	137	Cells of the Black Book (Entrance 1)	0x008902DC 0.000000 -200.000000 -0.087583 0.707107 0.000000 0.000000 -0.707107	0089	32674		2078744576	Cells of the Black Book	0xBE72010B 92 118 1.137 -0.707107 0 0 -0.707107	10.3S 50.3E	LR60 NS NR NT PK					
0089	137	Cells of the Black Book (Entrance 2)	0x008902F5 200.000000 -420.000000 -0.375722 1.000000 0.000000 0.000000 0.000000	0089	32675		2078744577	Cells of the Black Book	0xBE72010B 99 118 1.137 0.692345 0 0 -0.721567	10.3S 50.3E	LR60 NS NR NT PK					
0089	137	Cells of the Black Book (Entrance 3)	0x008902FF 220.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -1.000000	0089	32676		2078744578	Cells of the Black Book	0xBE720108 99 98 1.137 0.707107 0 0 -0.707107	10.3S 50.3E	LR60 NS NR NT PK					
0089	137	Cells of the Black Book (Entrance 4)	0x00890318 420.000000 -220.000000 0.000000 -0.707107 0.000000 0.000000 -0.707107	0089	32677		2078744579	Cells of the Black Book	0xBE720108 92 98 1.137 -0.707107 0 0 -0.707107	10.3S 50.3E	LR60 NS NR NT PK					
008A	138	Dark Monolith Caverns	0x008A0125 19.299999 -19.299999 0.005000 0.382683 0.000000 0.000000 -0.923880	008A							NS NR NT		Dark Monolith Caverns Portal Gem	x		
008B	139	Ancient Masonry	0x008B0155 50.000000 -230.000000 0.005000 1.000000 0.000000 0.000000 0.000000	008B	33034		2075054084	Ancient Masonry	0xBAED003D 180.895 106.498 24.6121 0.999909 0 0 0.0134612	88.1N 47.6E	LR100 NS NR NT					
008C	140	Essence Chambers (Artifice)	0x008C0128 70.000000 -128.666672 -5.995000 1.000000 0.000000 0.000000 0.000000	008C				Essence Chambers			NS NR NT				Portal inside one(2?) of the Tunnels to the Harbinger dungeons... - Immortalbob	
008C	140	Essence Chambers (Enchantment)	0x008C011E 70.000000 -8.666667 -5.995000 0.000000 0.000000 0.000000 -1.000000	008C				Essence Chambers			NS NR NT				Portal inside one(2?) of the Tunnels to the Harbinger dungeons... - Immortalbob	
008C	140	Essence Chambers (Strife)	0x008C0104 10.000000 -70.000000 -5.995000 0.707107 0.000000 0.000000 -0.707107	008C				Essence Chambers			NS NR NT				Portal inside one(2?) of the Tunnels to the Harbinger dungeons... - Immortalbob	
008C	140	Essence Chambers (Verdancy)	0x008C0142 130.000000 -68.666664 -5.995000 -0.707107 0.000000 0.000000 -0.707107	008C				Essence Chambers			NS NR NT				Portal inside one(2?) of the Tunnels to the Harbinger dungeons... - Immortalbob	
0095	149	Lord Mhoire's Tomb	0x0095010F 20.001101 -49.986698 0.005000 1.000000 0.000000 0.000000 0.000000	0095							QF	Guardian Statue		x		
0096	150	Insatiable Vault	0x00960321 70 -40 0.0049999998882413 0.69670701026917 0 0 -0.71735602617264	0096	28808	portalinsatiablevault	1950322688	Insatiable Vault	0x43F9001A 78.639 26.0241 9.13795 0.0125569 0 0 0.999921	97.4N 48.0W	LR125			N/A		
0097	151	Son of Pooky's Den	0x009701DA 0.272454 -30.348101 -11.995001 0.540302 0.000000 0.000000 -0.841471	0097							NS NR NT		Son of Pooky's Den	x		
0098	152	Abyssal Totem Temple	0x009801BC 10.000000 -540.000000 0.005000 1.000000 0.000000 0.000000 0.000000	0098							LR150 QF NS NR NT	Abyssal Totem Gateway		x	Abyssal Totem Gateway will also directly portal you once flagged.	
0099	153	Black Totem Temple	0x009901E1 110.000000 -200.000000 0.005000 1.000000 0.000000 0.000000 0.000000	0099							LR100-149 QF NS NR NT	Black Totem Gateway		x	Black Totem Gateway will also directly portal you once flagged.	
009A	154	White Totem Temple	0x009A02CE 40.000000 -500.000000 0.005000 1.000000 0.000000 0.000000 0.000000	009A							LR001-099 QF NS NR NT	White Totem Gateway		x	White Totem Gateway will also directly portal you once flagged.	
009B	155	Crypt of Crimson Night	0x009B021C 40.000000 -570.000000 0.005000 1.000000 0.000000 0.000000 0.000000	009B	34011		2023284736	Crypt of Crimson Night	0x898E0100 132 176 71.592 1 0 0 0	12.4N, 8.2E	LR070 QF NS NR NT					
009C	156	Bur	0x009c032c 40 -360 0.0049999998882413 1 0 0 0	009C				Portal to Bur		67.4N 30.5E	QF					
009C	156	Kor-Gursha	0x009c0247 160 -70 -17.995000839233 0.70710700750351 0 0 -0.70710700750351	009C	34844		1879687171	Kor-Gursha	0x009C0244 44 -70 -18.2098 0.707107 0 0 -0.707107	009C	QF					
009D	157	Swamp Cavern	0x009d02da 95.841003417969 -80 0.0049999998882413 -0.70710700750351 0 0 -0.70710700750351	009D	35210		1879912525	Swamp Cavern	0x00D30448 51.3391 -221.362 -12.2098 -0.956205 0 0 -0.292699	009C	QF NS NR NT					
009E	158	Tanada House of Water	0x009e0218 110 -380 0.0049999998882413 1 0 0 0	009E	35318		2004959232	Tanada House of Water	0x7814000F 44 148 5.60367 0.707107 0 0 -0.707107	85.3S 5.8W	LR080 QF NS NR NT					
009F	159	Secret Chamber of Kresovus (Bur Recall Quest)	0x009f0235 10 -330 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	009F				Kresovus' Lockbox		77.6S 28.0E	NS NR NT LR150 QF				Use Kresovus' Lockbox to portal into this drop for Bur Recall Quest - High-Voltage	
009F	159	Secret Chamber of Kresovus (Chambers Beneath Linvak Tukal)	0x009f0251 60 -330 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	009F				Kresovus' Lockbox		77.6S 28.0E	NS NR NT LR150 QF				Use Kresovus' Lockbox to portal into this drop for Aerbax's Prodigal Lugian - High-Voltage	
009F	159	Secret Chamber of Kresovus (Part 1: Trials of the Arm, Mind, and Heart)	0x009f0216 70 -247.58799743652 -5.9949998855591 1 0 0 0	009F						009F	Unknown				This drop is from Secret Chamber of Kresovus (Chambers Beneath Linvak Tukal)	
009F	159	Secret Chamber of Kresovus (Part 2: Trial of the Arm)	0x009f01d3 60 -330 -17.995000839233 0.70710700750351 0 0 -0.70710700750351	009F				Trial of the Arm?		009F	QF?				Portal name and restrictions need verification. - Immortalbob	
009F	159	Secret Chamber of Kresovus (Part 3: Trial of the Mind)	0x009f017e 80 -270 -35.994998931885 0.70710700750351 0 0 -0.70710700750351	009F						009F	Unknown				This drop is from Secret Chamber of Kresovus (Part 2: Trial of the Arm)	
009F	159	Secret Chamber of Kresovus (Part 4: Trial of the Heart)	0x009f013c 83.847999572754 -120 -41.994998931885 0.70710700750351 0 0 -0.70710700750351	009F						009F	Unknown				This drop is from Secret Chamber of Kresovus (Part 3: Trial of the Mind)	
009F	159	Secret Chamber of Kresovus (Part 5: Final Boss)	0x009f010b 100 -38.013801574707 -53.994998931885 1 0 0 0	009F						009F	Unknown				This drop is from Secret Chamber of Kresovus (Part 4: Trial of the Heart)	
00A0	160	Monouga Laboratory (80+)	0x00a001dc 80.025299072266 -105.99299621582 0.0049999998882413 0.99787998199463 0 0 0.065076000988483	00A0						1A73	LR080 QF NS NR NT	Bell		x		
00A1	161	Monouga Laboratory (120+)	0x00a101dc 80.025299072266 -105.99299621582 0.0049999998882413 0.99787998199463 0 0 0.065076000988483	00A1						1A73	LR120 QF NS NR NT	Bell		x		
00A2	162	Monouga Laboratory (150+)	0x00a201dc 80.025299072266 -105.99299621582 0.0049999998882413 0.99787998199463 0 0 0.065076000988483	00A2						1A73	LR150 QF NS NR NT	Bell		x		
00A3	163	Claude's Mind (Crossing the Threshold of Darkness)	0x00a3011a 360 -180 -35.994998931885 1 0 0 0	00A3				Unknown		Unknown	Unknown	Unknown	Unknown	Unknown		
00A3	163	Claude's Mind (Delving into Claude's Mind)	0x00a30300 119.69300079346 -106.29699707031 0.0049999998882413 1 0 0 0	00A3				Unknown		Unknown	Unknown	Unknown	Unknown	Unknown		
00A3	163	Claude's Mind (Exploring the Past (Mirror))	0x00a301ef 360 -130.01499938965 -11.92440032959 1 0 0 0	00A3				Unknown		Unknown	Unknown	Unknown	Unknown	Unknown		
00A3	163	Claude's Mind (Exploring the Past)	0x00a301d3 240 -130.01499938965 -11.92440032959 1 0 0 0	00A3				Unknown		Unknown	Unknown	Unknown	Unknown	Unknown		
00A3	163	Claude's Mind (The Path to More Recent Times)	0x00a30188 80 -150 -17.995000839233 1 0 0 0	00A3	36170		3706414332	The Path to More Recent Times	0x00A30146 250 -188.932 -29.971 1 0 0 0	Unknown	Unknown	Unknown	Unknown	Unknown		
00A3	163	Claude's Mind (Whitnessing History)	0x00a30110 260 -180 -35.994998931885 1 0 0 0	00A3				Unknown		Unknown	Unknown	Unknown	Unknown	Unknown		
00A4	164	Hidden Laboratory	0x00a402a1 70 -70 0.0049999998882413 0.9210609793663 0 0 0.3894180059433	00A4	36611		3682664792	Hidden Laboratory	0x5DD30024 96.7344 94.8569 95.6853 -0.92388 0 0 -0.382683	67.2N 27.1W	LR150 NS NR NT					
00A5	165	Lonely Fortress	0x00a50108 110 -400 -59.994998931885 1 0 0 0	00A5	36727		1896054784	Lonely Fortress	0x10380100 176 108 41.592 0.707107 0 0 -0.707107	56.7S 88.5W	LR080 QF NS NR NT					
00A6	166	Tanada Battle Burrows	0x00a601c8 80 -240 0.0049999998882413 1 0 0 0	00A6						N/A	NS NR NT		Invitation to the Battle Burrows			
00A7	167	Ithaenc Quiddity Seed Part 1	0x00A702AA 280.000000 -60.000000 72.005005 -0.707107 0.000000 0.000000 -0.707107	00A7						82.7S 93.4E	LR130 QF NS NR NT	Ithaenc Quiddity Seed				
00A7	167	Ithaenc Quiddity Seed Part 2	0x00a701cf 10 -50 48.005001068115 0.70710700750351 0 0 -0.70710700750351	00A7						00A7	LR 130 QF NS NR NT	Shade of Dule		x		
00A8	168	Roots of the Deru Tree	0x00a8010f 44.141998291016 0.0035808600950986 -59.994998931885 0.69670701026917 0 0 -0.71735602617264	00A8	37068		2126569503	Roots of the Deru Tree	0xEC0E002D 120.912 115.15 -0.163 1 0 0 0	90.3S 87.3E	NS					
00A9	169	Trial of the Deep	0x00a90122 0 -50 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	00A9	37070		2087624706	Trial of the Deep	0xC6EA003B 168.937 51.8072 -0.063 0.894439 0 0 -0.447189	85.4N 57.2E	LR150 NS NR NT					
